,File,Predicted Angles,Actual Angles
0,center/1479425441182877835.jpg,-0.002697538584470749,-0.0169280299332
1,center/1479425441232704425.jpg,-0.002394001930952072,-0.0157079640776
2,center/1479425441282730750.jpg,-0.0029026418924331665,-0.0157079640776
3,center/1479425441332806714.jpg,-0.0032273754477500916,-0.0157079640776
4,center/1479425441382790272.jpg,-0.0030772536993026733,-0.0157079640776
5,center/1479425441432724303.jpg,-0.003006149083375931,-0.0174532923847
6,center/1479425441482746958.jpg,-0.003142382949590683,-0.0191986225545
7,center/1479425441532802506.jpg,-0.003085404634475708,-0.0205366131543
8,center/1479425441582725165.jpg,-0.0031250491738319397,-0.023136996461299998
9,center/1479425441632720892.jpg,-0.0036959275603294373,-0.0292430744302
10,center/1479425441682732948.jpg,-0.00471096858382225,-0.0410089294776
11,center/1479425441732800574.jpg,-0.0031597018241882324,-0.0514905581597
12,center/1479425441782737331.jpg,-0.002917572855949402,-0.054105207324
13,center/1479425441832816004.jpg,-0.0030011162161827087,-0.054105207324
14,center/1479425441882830087.jpg,-0.002985164523124695,-0.054105207324
15,center/1479425441932849879.jpg,-0.0027935653924942017,-0.054105207324
16,center/1479425441982783223.jpg,-0.002830900251865387,-0.0523598790169
17,center/1479425442032874172.jpg,-0.002995125949382782,-0.0523598790169
18,center/1479425442082758552.jpg,-0.0029825791716575623,-0.0519790866065
19,center/1479425442132852121.jpg,-0.002592131495475769,-0.047615215542199996
20,center/1479425442182761838.jpg,-0.0021365098655223846,-0.041158638857900005
21,center/1479425442232828524.jpg,-0.00030512735247612,-0.0336691472673
22,center/1479425442282862682.jpg,-0.0027083605527877808,-0.029670597985400005
23,center/1479425442332893792.jpg,-0.0030237585306167603,-0.029670597985400005
24,center/1479425442382858459.jpg,-0.0033375322818756104,-0.029670597985400005
25,center/1479425442432797491.jpg,-0.0034012049436569214,-0.029670597985400005
26,center/1479425442482899263.jpg,-0.0033629611134529114,-0.029670597985400005
27,center/1479425442532771570.jpg,-0.0035827532410621643,-0.029670597985400005
28,center/1479425442582809345.jpg,-0.0033020228147506714,-0.029670597985400005
29,center/1479425442632821093.jpg,-0.0012363344430923462,-0.029670597985400005
30,center/1479425442682747552.jpg,-0.00034508854150772095,-0.0279252678156
31,center/1479425442732806572.jpg,0.0033669322729110718,-0.0290803139823
32,center/1479425442782862182.jpg,-0.00027511268854141235,-0.0314159281552
33,center/1479425442832833025.jpg,0.0026458725333213806,-0.0314159281552
34,center/1479425442882822631.jpg,0.0011777430772781372,-0.029938993423700003
35,center/1479425442932809867.jpg,-0.00048333778977394104,-0.032550197574999995
36,center/1479425442982805056.jpg,-0.001360096037387848,-0.033161256462300004
37,center/1479425443032823520.jpg,-0.0013674870133399963,-0.033161256462300004
38,center/1479425443082812203.jpg,-0.001849982887506485,-0.0349065847695
39,center/1479425443132827444.jpg,-0.002160288393497467,-0.0349065847695
40,center/1479425443182854411.jpg,-0.002423115074634552,-0.0458284500335
41,center/1479425443232861030.jpg,-0.0011644847691059113,-0.0523598790169
42,center/1479425443282879357.jpg,0.00976625457406044,-0.046907210769
43,center/1479425443332896491.jpg,0.023998890072107315,-0.04080519479440001
44,center/1479425443382879593.jpg,0.017302826046943665,-0.0399417449655
45,center/1479425443432903742.jpg,0.02485886961221695,-0.038397245109099996
46,center/1479425443483016593.jpg,0.011177580803632736,-0.038199009205300005
47,center/1479425443533017775.jpg,-0.0015400871634483337,-0.0327786357097
48,center/1479425443582977575.jpg,-0.0014940090477466583,-0.027746404852900003
49,center/1479425443632945821.jpg,0.0006364881992340088,-0.024434609338599998
50,center/1479425443682982187.jpg,7.487833499908447e-06,-0.0226892810315
51,center/1479425443732869219.jpg,-0.002144455909729004,-0.019925133127
52,center/1479425443782898808.jpg,-0.002751920372247696,-0.0191986225545
53,center/1479425443833012205.jpg,-0.003427833318710327,-0.0191986225545
54,center/1479425443882914607.jpg,-0.0035373717546463013,-0.0190686929655
55,center/1479425443933132143.jpg,-0.003711499273777008,-0.0174532923847
56,center/1479425443983182782.jpg,-0.0030984655022621155,-0.0174532923847
57,center/1479425444033115695.jpg,-0.00321158766746521,-0.0191986225545
58,center/1479425444083198332.jpg,-0.0036248937249183655,-0.0191986225545
59,center/1479425444133127546.jpg,-0.0033245012164115906,-0.0191986225545
60,center/1479425444183146275.jpg,-0.0037001222372055054,-0.0191986225545
61,center/1479425444233201168.jpg,-0.003926478326320648,-0.0209439508617
62,center/1479425444283138737.jpg,-0.016640037298202515,-0.0209439508617
63,center/1479425444333229360.jpg,-0.021360494196414948,-0.0219077666152
64,center/1479425444383185181.jpg,-0.028337650001049042,-0.0226892810315
65,center/1479425444434593057.jpg,-0.021413572132587433,-0.0226892810315
66,center/1479425444483190972.jpg,-0.022364377975463867,-0.0226892810315
67,center/1479425444533172421.jpg,-0.014322161674499512,-0.0253607554435
68,center/1479425444583259948.jpg,-0.016422972083091736,-0.0332155078575
69,center/1479425444633286162.jpg,-0.0132395438849926,-0.0349065847695
70,center/1479425444683294213.jpg,-0.013449177145957947,-0.0349065847695
71,center/1479425444733253036.jpg,-0.01650749146938324,-0.038429311558199994
72,center/1479425444783291032.jpg,-0.015285298228263855,-0.0418840402799
